category,tech1,description,fit,title,also_buy,tech2,brand,feature,rank,also_view,main_cat,similar_item,date,price,asin,details
"['Software', 'Education &amp; Reference', 'Religion']",,"['Glo features five interactive browsing lenses to help you explore the Bible:  Bible The most read, most trusted NIV translation of the Bible alongside the ESV, the Message and the KJV in its natural order, with resources and media related to each verse.  AtlasSee where major stories of the Bible happened geographically alongside map overlays, tours, photos, and HD video.  TimelineView biblical events chronologically and visually through a zoomable interface.  TopicalAddress major life questions and thousands of subjects through relevant verses and media and content from leading pastors, scholars, and other experts.  MediaBrowse biblical content by media type, including a huge collection of HD video, virtual tours, articles, photos, art, and more. Additional features include:  450+ virtual tours  3.5 hours+ of HD videos  2,300+ high-resolution photographs  7,500+ articles  650+ works of art  140+ maps  Bestselling NIV Study Bible Notes and Bible Encyclopedia  Links to relevant web articles, resource videos, and more  Zoomable, interactive atlas, timeline, and topical browser  Customizable Bible reading plans  Personalized Bible notes and journal  Multi-device support to sync your notes and bookmarks instantly across up to 3 computers, PLUS your iTunes account for syncing iPhone, iPad and iPod Touch  Optimized performance and reduced minimum system requirements (1 GB minimum free hard disc space for light install, 18GB for full media install)', '', '']",,"NIV, GLO Premium, DVD: Multi-device",[],,Immersion Digital,[],"6,394 in Software (","['B00FDZKSP4', '0981990207', '1602558558']",Software,,</div>,,0982697813,
"['Software', 'Lifestyle &amp; Hobbies', 'Genealogy']",,[],,Genogram Analytics 2 Year Student Edition,[],,Genogram Analytics,[],"21,051 in Software (",['B0045PGO2E'],Software,,</div>,,0982980116,
"['Software', 'Business & Office', 'Training']",,"[""Do you own the best selling training program in network marketing history? Confessions of a Network Marketing Mllionaire should be part of every series network marketers training library. This thought provoking training will help you see your business from a new prospective and create a real break through. This unique training program is unlike any other in the market and many leaders of today credit this training for taking their business to a new level. Truth is truth and always stands the test of time. This best selling program is even more applicable today than when Mr. Calvert originally filmed this 3 hour training in the mid nineties. You will learn ideas on unity & team work that will make a profound impact on any business Entrepreneur. Check out the bookshelf of any top earner in the network marketing industry and there is a good chance you will find this DVD & CD program or the original VHS version. Don't even think about buying another network marketing training program. Click the link now and this program will be on its way to you within 24 hours. 3 Hour Live Training filmed on 3 DVDs and 4 Audio CDs.""]",,Confessions of a Network Marketing Millionaire CD &amp; DVD Set,"['B01BJ8Z93Y', 'B00TOZGQOG', '1936631016', '0989894223', '0962944718', '1681020505', '0984015965']",,CMG,"['Top Selling Program in Network Marketing History for a reason', ""if you don't own it ............. You need to!"", 'Learn how to build team unity', 'How to take your income to 7 Figures from someone who has done it', 'The Blueprint for explosive organizational growth']","12,422 in Software (",[],Software,,</div>,$59.97,0984015914,
"['Software', 'Education &amp; Reference']",,"['Ebay Marketing Pro Dale Calvert will share with you a step-by-step system for  creating a $5,000 plus monthly income with Ebay and Online Auctions.  The DVD normally sells for $97.00 and is worth every penny.  \n\nGreat information for experienced Ebay sellers and newbies.  Unique profit making systems that you will not find anywhere else.', '', '']",,"How to Create a $5,000 Monthly Income with Ebay and Online Auctions",[],,Unknown,"['1 hour Video Training on DVD Filmed before a live audience', 'The information on this DVD will help you make more money', 'Inside secrets from someone who has sold over 1 Million dollars on eBay', 'Where to find products to sell that you can make profit from immediately', 'What sells the fastest on eBay and much more!']","17,989 in Software (",[],Software,,</div>,,0984015981,
"['Software', 'Education &amp; Reference']",,"['Learning Italic Calligraphy will be easy for you, since your teacher, Dr. Jacqueline Shuler, brings you thirty-five years of teaching experience. Looking at letters in a book does not give you the actual feel of their creation, but when you see the wet ink on each letter as it is created, you can then imitate the correct flow of the letter shape with ease. Your right brain is like a camera, seeing and recording images; thats what makes studying a DVD such a good learning tool. Another advantage of a DVD is that you can control the timing of the lessons by pausing the video to practice particular letters. Stay as long as you wish on any image until you can see it in your mind. You will then be able to write it with ease. \nAside from the best possible learning methods, Jacqueline has provided a packet of ten sheets of technical information, letter forms and calligraphy tips, which you can print for yourself. You will see clearly the advantages and disadvantages of various pen styles such as markers, fountain pens, and steel dip pens. You can then select your favorite, or try all three.  Enjoy expressing yourself using beautiful letters! \nJacqueline has also provided a lettering self-critique so you can assess your own progress.  This video is much more than copying letter forms.    It teaches you important skills about spacing and the proportion of the pen size to the letter height.  Not only will your handwriting improve, but you will appreciate calligraphy as an art form!   While Dr. Shuler has provided you with a finely-tuned method of learning calligraphy, your success will depend on your attention to detail and practice, practice, practice. Remember that nothing of importance has ever been accomplished without effort.', '', '']",,Learn Italic Calligraphy Step-by-step with Dr. Jacqueline M. Shuler,[],,Jaqueline Originals,"['Easy, do-it-yourself at your-own-pace hand lettering.', 'Pause the DVD to focus on specific letters; stress-free learning', 'Learn from a master calligrapher and educator with fine-tuned lessons.', 'See the wet ink onscreen as you follow the actual creation of letters', 'Use helpful printouts to learn about supplies, pens, spacing, &amp; letter forms.']","14,742 in Software (",[],Software,,</div>,,0989351408,
"['Software', 'Education &amp; Reference']",,[],,MATLAB and Simulink Student Suite R2018b,"['1438203098', '0081008775', '0134589645', '0128045256', '0124058760', 'B008RDGGW8', '0387773258', '1948433176', '1118629868', '0071829466', '0190279338', 'B00IJXZQ7C', '0136024580', 'B012ZZ4LPM', '1111576718', '0073397962', 'B01GXMLBD8', '1593276036', '1479117374', '1540599566', '1401879144', '0881336254']",,MathWorks,"['MATLAB - Solve numerical problems quickly, so you can focus on coursework and projects rather than programming', 'Simulink - Model, simulate, and analyze dynamic systems', 'Target hardware support - Run Simulink models on Arduino, LEGO MINDSTORMS, Raspberry Pi, and other hardware.', '10 add-on products for math, statistics, and optimization; controls; signal and image processing; and test and measurement', 'The package includes a software activation key with instructions to download and install MATLAB and Simulink Student Suite from website']","1,911 in Software (","['0134589645', '0128045256', '1438203098', '0081008775', '0979223903', '0128154799', '0967219558', '111938513X', '0124058760', '1118629868', '0982583885', '0198072449', 'B01IOJ2PXI', '178217138X', 'B0093N1JJG', 'B01LECZU98', '1498787770', 'B00JPCV62U', '0123943981', '1630571717', '0470245999', 'B06XZML6RD', '1630572063', 'B0771N1ZF9', '1498773877', 'B000GTPRPS', '3319544128', 'B01J1MQC3G', '0199339139', '8126510943', 'B01K4RAGUW', '0898715784', 'B0747PX3NZ', '9332542031', '1579550126', '0966621174', 'B001V9RCF0', '0123850819', '0992978726', '0691177791', '149879629X', '1948433176', '0486434842', '0470501979', '0070702624', '1611974658', '1111576718', '8120340108', '1630571407', '0073534870']",Software,,</div>,$99.00,0989614026,
"['Software', 'Digital Software', 'Education &amp; Reference', 'Languages']",,[],,"Learn Spanish - Rocket Spanish Level 1, 2 &amp; 3 Bundle. The best value Spanish course to learn, speak and understand Spanish fast. Over 360 hours of Spanish lessons for Mac, PC, Android &amp; iOS (3 Levels)","['1572228121', '1423219635', '1572225505']",,Rocket,"['GET INSTANT 24/7 LIFETIME ACCESS TO ROCKET SPANISH LEVEL 1, 2 &amp; 3 BUNDLE on desktop computer, iOS and/or Android app. After you order well send you an activation link so you can start learning Spanish now. (Look for an Amazon email in your Amazon inbox after ordering).', 'THE MOST COMPREHENSIVE SPANISH COURSE: Learn to speak Spanish with over 360 hours of repeatable beginners to intermediate Spanish lessons. This Rocket Spanish bundle gives you the best value Spanish software on the market.', 'SPANISH AUDIO TRACKS, GRAMMAR, EXERCISES, FLASHCARDS and much more all included. If you want to learn Spanish fast then the Rocket Spanish system is the one for you.', 'JOIN OVER 1,200,000 PEOPLE who have successfully learned Spanish with Rocket Spanish. Like them you will be able to proudly say ""I speak Spanish.""', 'GET LIFETIME ACCESS to your Rocket Spanish program, as well as free product updates for life - all for a once only payment. We have a 60-day no-questions-asked money back guarantee. The risk is all ours. Buy with confidence!']","4,446 in Software (","['0307478599', 'B002ZF31NQ', '0743550455', 'B00BMT5HVK', 'B06Y1KX2Z4', 'B07FQ2MVYS', 'B06XYQD6H9', 'B07C12QVYY', 'B0012JK6DY', '1423219635', '1572225505', 'B004CRNACW', 'B07BWKFQBQ', 'B00HHGH4JK', '1259584194', '0743550706', 'B07BWKFQX7', 'B07BWKMH62', '0071849211', '0071463380', '1444790692', '1624870600', '1572228121', 'B000WHBK00', '1931873860', 'B006WODYUQ', '1400009618', '1591257336', 'B00LX4BYV6', '0385410956', 'B07BWK5DFZ', '1259643417', '0743550420', '0071768734', 'B00G212LOY', '1473602378', '0007363974', '0307478580', '1560151412', 'B000NNM2MS', '0307479099']",Software,,</div>,,0992256852,
"['Software', 'Digital Software', 'Education &amp; Reference', 'Languages']",,[],,"Learn French - Rocket French Level 1, 2 &amp; 3 Bundle. The best value French course to learn, speak and understand French fast. Over 360 hours of French lessons for Mac, PC, Android &amp; iOS (3 items)",[],,Rocket,"['GET INSTANT 24/7 LIFETIME ACCESS TO ROCKET FRENCH LEVEL 1, 2 &amp; 3 BUNDLE on desktop computer, iOS and/or Android app. After you order well send you an activation link so you can start learning French now. (Look for an Amazon email in your Amazon inbox after ordering).', 'THE MOST COMPREHENSIVE FRENCH COURSE: Learn to speak French with over 360 hours of repeatable beginners to intermediate French lessons. This Rocket French bundle gives you the best value French software on the market.', 'FRENCH AUDIO TRACKS, GRAMMAR, EXERCISES, FLASHCARDS and much more all included. If you want to learn French fast then the Rocket French system is the one for you.', 'JOIN OVER 1,200,000 PEOPLE who have successfully learned French with Rocket French. Like them you will be able to proudly say ""I speak French.""', 'GET LIFETIME ACCESS to your Rocket French program, as well as free product updates for life - all for a once only payment. We have a 60-day no-questions-asked money back guarantee. The risk is all ours. Buy with confidence!']","7,926 in Software (","['0307478432', 'B07BWKMH62', 'B0079K8D3A', '0743550420', 'B004CRNACW', '0743550676', 'B07BWKFQX7', '1572225289', '1118228154', '0307478599', '9492637162', 'B002ZF31NQ', '1572225335', '1438071531', '0307478572']",Software,,</div>,,0992256860,
"['Software', 'Education &amp; Reference', 'Test Preparation']",,"['Minimum 486DX, 16 MB RAM. WIndows 3.1, 95/98, Windows 2000, Vista, ME, XP or NT 4.0.', '', '']",,Active Primary Mathematics in Wiggle Woods Cd-rom!,[],,Marshall Cavendish,['CD ROM'],"6,554 in Software (",[],Software,,</div>,,1099007194,
"['Software', 'Education &amp; Reference', 'Test Preparation']",,"['Bronze medal-winner in the Educational and Computer Science category of an international interactive multimedia competition.', '', '']",,ACTIVE Primary Mathematics in Rainbow Rock,['1099007186'],,Federal Publications,['Rainbow Rock'],"8,789 in Software (",[],Software,,</div>,,1099007178,
"['Software', 'Operating Systems', 'Microsoft Windows']",,"['Product Description If you currently have a personal computer running Windows 7, Windows XP or Windows Vista then you can upgrade to Windows 8 Pro (Professional). With Windows 8 Pro, you can connect and share your files. Windows 8 Pro also adds enhanced features if you need to connect to company networks, access remote files, encrypt sensitive data, and other more advanced tasks. The new Windows 8 start screen is your personalized home for items you use the most and can be customized according to your user preferences. Windows 8 Live tiles provide real-time updates from your Facebook, Twitter, and e-mail accounts. Along with the new Start screen, the lock screen now includes e-mail, calendar, and clock widgets. To access your PC, Microsoft has replaced a standard PIN or password with a swipe gesture; unlock your PC by clicking or swiping preset locations you\'ve selected on the lock screen. New functions also allow you to search for your favorite software programs, open, close, hide, resize, or run multiple apps simultaneously with the swipe of a finger or a swipe of the mouse. Windows has also made changes to make your PC more secure by boosting its existing security features and adding ""SmartScreen,"" which acts to prevent suspicious programs or apps from being installed or running on your machine. Finally, Windows 8 also gives you the ability to ""refresh"" itself to give users a new starting point and a cleaner version of Windows. You can upgrade to Windows 8 from Windows 7, Windows Vista, Windows XP, Windows 8 Release Preview, Windows 8 Consumer Preview, or Windows Developer Preview, but you might not be able to keep all of your files, software programs, and settings. The following table shows what you can keep during an upgrade, depending on the current version of Windows you are running. If you choose to boot from removable media, you won\'t be able to keep your software programs, Windows settings, or personal files when you upgrade.', '', '']",,"Microsoft Windows 8 Pro - Upgrade (x64) 64bit for Systems Running Running Windows 7, Windows XP or Windows Vista: [Student/Teacher License] DVD and Product Key",[],,Microsoft,"['This license is for students and school staff only: Authorization required. Running Windows 7, Windows XP or Windows Vista? Upgrade to Windows 8 with Windows 8 Pro Once you install Windows 8, Windows 8.1 is available as a free update directly from Microsoft', 'Encrypt your data with Bitlocker', 'Stay safer with Windows Defender', 'Customize your Start screen with Live Tiles', 'Pre-existing OS License and Product Key Required.']","11,984 in Software (",[],Software,,</div>,,1256885126,
"['Software', 'Education &amp; Reference']",,"['The CISM Review Questions, Answers &amp; Explanations Database v15 is a comprehensive 1,015-question study database that combines the questions from the CISM Review Questions, Answers &amp; Explanations Manual 2014 with those from the 2014 and 2015 editions of the CISM Review Questions, Answers &amp; Explanations Manual Supplements. Exam candidates can take sample exams with randomly selected questions and view the results by job practice domain, allowing for concentrated study in particular areas. Additionally, questions generated during a study session are sorted based on previous scoring history, allowing CISM candidates to identify their strengths and weaknesses and focus their study efforts accordingly. Other features provide the ability to select sample exams by specific job practice domain, view questions that were previously answered incorrectly and vary the length of study sessions, giving candidates the ability to customize their study approach to fit their needs.', '', '']",,"English: Cism Review Questions, Answers &amp; Explanations Database V15 Cd-rom - Download Version",[],,ISACA CISM,"['English: CISM Review Questions, Answers &amp; Explanations Database - Download Version', 'Web download format. Downloaded file size is 75 MB, a high speed Internet connection is recommended.', 'Customers will be emailed download information within 24 hours after the order has been submitted with payment.']","18,986 in Software (",[],Software,,</div>,,126371319X,
"['Software', 'Education &amp; Reference']",,[],,Classmaster-Explrng Agriscienc,[],,Delmar Learning,[],"56,344 in Software (",[],Software,,</div>,,1401896502,
"['Software', 'Education &amp; Reference']",,"[""The essential bible study resource that will help you better understand and share God's word. Contains Bibles: King James Version, The New Century Version &amp; The New King James Version!"", '', '']",,eBIBLE The Essential Bible Study Library,[],,Logos Bible Software,"['Contains eBible Quick Start Guide On Disc!', 'For Windows 7/Vista/XP!']",481 in Software (,"['B0002BQSC6', 'B0009G2K12', '1418516805', '0785246991', 'B0002VQL00', 'B07GRBXJJL', '140417429X', '0310219868']",Software,,</div>,,1404174257,
"['Software', 'Business &amp; Office', 'Legal']",,"['please see attached', ""Help protect your family and your assets, and save on legal fees! Quicken WillMaker Plus 2008 provides the legal forms you need. So comprehensive, the software assembles your forms from among 40,000 document possibilities--but so easy to use, you'll have them finished in minutes."", '<b>Simply launch Quicken WillMaker Plus to create your own:</b><br />', '<small><b><i>Quicken WillMaker Plus makes it easy to protect your family and assets with key legal documents.</i></b></small>', '<small><b><i>Quicken WillMaker Plus has all the documents you need for an estate plan, including a will, living trust, living will, financial power of attorney and more.</i></b></small>', ""<small><b><i>To make your documents, you'll answer a series of clear, straightforward questions. </i></b></small>"", 'The software also provides forms you can use every day, such as authorizations and agreements, promissory notes, and child and elder care forms.', 'For each document, Quicken WillMaker Plus takes you through a step-by-step interview. Your documents will automatically reflect the laws of your state. If you have any questions, simply check out the comprehensive onscreen legal manual. Expert tech support is also available.', '<b>Need to know more? Here are in-depth details about what you can do with Quicken WillMaker Plus:</b><br />', '<small><b><i>Simply click on a name to add it to the document you are currently making.</i></b></small>', '<small><b><i>You can preview each document onscreen and make necessary changes before you print.</i></b></small>', '<b>Protect Your Family &amp; Property</b><br /> Quicken WillMaker Plus makes it easy to protect your family and assets with key legal documents. After asking you a series of simple questions, the software creates legal forms that are customized for your personal situation and valid in your state.* Create a legally binding will in just a few minutes or an extensive estate plan in just a few hours, all at just a fraction of what you would pay an attorney.', '<b>All the Documents You Need</b><br /> Quicken WillMaker Plus has all the documents you need for an estate plan, including a will, living trust, living will, financial power of attorney and more. Just select a form to get started--each document is explained in detail and can be easily completed by finishing a simple interview.', ""<b>Help at Every Step</b><br /> As you create your documents, you'll find help at every step. Whether you have a legal question or want practical tips, onscreen help is always available and easy to access. For highly detailed documents, a checklist displays the tasks you need to complete, making it easy to track your progress."", ""<b>Easy to Use</b><br /> To make your documents, you'll answer a series of clear, straightforward questions. Quicken WillMaker Plus then creates customized forms from over 40,000 possibilities to ensure they suit you and your situation."", '<b>Customized to Meet Your Needs</b><br /> Quicken WillMaker Plus ensures that your estate plan reflects your wishes and needs. You can choose exactly how you want to leave your property, appoint your executor, name a guardian to care for your children--and more!', ""<b>Save Time &amp; Effort</b><br /> Quicken WillMaker Plus saves you time and effort. The program's Contact List stores names and other important information for all the people and organizations you've included while creating your documents. Simply click on a name to add it to the document you are currently making."", ""<b>Making It Legal</b><br /> You can preview each document onscreen and make necessary changes before you print. After you've printed a document, you won't have to worry about what to do next--Quicken WillMaker Plus provides complete instructions on what to do to make sure your document is legal and in compliance with the laws of your state."", ""<b>Your Own Personal Portfolio</b><br /> Quicken WillMaker Plus stores all your documents in a personal portfolio. When it's time to make a change, the software's easy-to-use Web Update feature makes it simple to keep up to date with software changes, so you can be sure the latest legal information is always at your fingertips."", '<small><i>*Estate planning documents not valid in Louisiana.</i></small>', '', '']",,Quicken WillMaker Plus 2008 [OLD VERSION],[],,NOLO,"['Makes it easy to protect your family and assets with key legal documents; save on legal fees', 'Comprehensive onscreen legal manual; onscreen help is always available and easy to access; expert tech support is also available', 'Creates customized forms from over 40,000 possibilities to ensure they suit you and your situation', ""Contact List stores names and other important information for all the people and organizations you've included while creating your documents"", 'Provides complete instructions on what to do to make sure your document is legal and in compliance with the laws of your state']","11,128 in Software (",[],Software,,</div>,$14.95,1413308171,
"['Software', 'Business &amp; Office', 'Office Suites']",,"['Nolo SBQ11R Quicken Legal Business Pro 2011', '', '']",,Quicken Legal Business Pro 2011 [Old Version],[],,NOLO,"['Provides over 140 customizable legal contracts and forms', 'Includes the complete, searchable text of five Nolo small business books', 'Combined value of essential business forms equals over $900!', 'Easy question and answer interview format', 'Free legal updates keep your program current through 2011']","15,656 in Software (",['B000I0DBH6'],Software,,</div>,,1413313728,
"['Software', 'Business &amp; Office', 'Legal']",,"['You don\'t always need an attorney to start and run a businessProduct InformationWhen running a business some of the legal work involved simply requires reliable information and the right documents. With Quicken Legal Business Pro 2008 you will get everything you need to get the job done. It includes the laws and regulations of your state Quicken Legal Business Pro provides five pletely searchable Nolo business bestsellers. With over 140 legal forms you\'ll have access to the documents you need when you need them. You can also take notes create bookmarks and read real-world examples of situations you\'re likely to face.Essential Tools for Starting and Running Your Small Business:Create ContractsFind Tax DeductionsBorrow or Lend MoneyGet Permits and LicensesHire Independent ContractorsCollect DebtsLease Spaceand much more!IncludesInvestors in Your Backyard E-Book with online registration (A 24.99 Value)Over 140 contracts forms and worksheetsFive pletely searchable Nolo business bestsellers (A $156 Value!)Legal Guide for Starting &amp; Running a Small BusinessTax Savvy for Small BusinessThe Manager\'s Legal HandbookNegotiate the Best Lease for Your BusinessMarketing Without AdvertisingComprehensive ""How to"" checklists that help you through plex tasksPlus! A Free Trial of Carbonite Online PC Backup!Key BenefitsPlan for SuccessSelect the best structure for your business draft business contracts get required documents and minimize the chances of legal disputes.Get the Forms You NeedChoose from over 140 essential documents contracts letters worksheets and more. Many of them are interactive--just take a step-by-step interview print the results and you\'re done!Bee Tax SavvyIdentify deductions allowed by the IRS write off long-term business assets and minimize the chance of an audit.Build Your TeamHire workers develop sensible personnel polices minimize the chance of employee lawsuits and legally terminate workers when necessary.Negotiate a LeaseFigure', ""You don't need an attorney to start and run a business--most of the legal work involved simply requires reliable information and the right documents. With Quicken Legal Business Pro 2008, you'll get everything you need to get the job done."", '<small><b><i>Create contracts, forms, sample letters &amp; more.</i></b></small>', '<small><b><i>Quicken Legal Business Pro has over 140 documents for your business.</i></b></small>', ""<small><b><i>Whether you need answers or practical tips, you'll find them onscreen as you create your documents.</i></b></small>"", '<b>Completely updated to reflect the latest laws and regulations of your state, Quicken Legal Business Pro provides:</b><br />', '<b>Quicken Legal Business Pro brings these five Nolo bestsellers together in one easy-to-use software package:</b><br />', ""With over 140 legal forms, you'll have access to the documents you need, when you need them. You can also take notes, create bookmarks and read real-world examples of situations you're likely to face."", '<b>Quicken Legal Business Pro helps you:</b><br />', '<small><b><i>Choose to export any completed document to a word processor such as Microsoft Word.</i></b></small>', '<small><b><i>Quicken Legal Business Pro stores all the documents you create in a business portfolio.</i></b></small>', '<b>Create Contracts, Forms, Sample Letters &amp; More</b><br /> Quicken Legal Business Pro helps save your business time and money by providing the contracts and forms you need, along with in-depth legal help and plain-English reference materials. After asking you a series of simple questions, the software creates legal documents that are customized for your business needs and valid in your state. You can also edit and save the forms in your word processor.', ""<b>All the Documents You Need</b><br /> You may be just getting started and need documents to form your business--perhaps a partnership agreement or a contract to buy a business. Maybe you are already established, but need a good source of contracts and forms you'll use again and again. Whatever stage your business is in, Quicken Legal Business Pro has over 140 documents for your business."", '<b>Not sure where to start? Start with ""How to"" Checklists</b><br /> Quicken Legal Business Pro now provides 12 in-depth ""how to"" checklists to guide you through complex business tasks. Whether you need help writing a business plan, forming an LLC, choosing an ownership structure or hiring workers, you\'ll find a checklist that walks you through each step--plus links that lead to sections of the software that will help you complete them.', ""<b>Help at Every Step</b><br /> Whether you need answers or practical tips, you'll find them onscreen as you create your documents. Valuable information is available and easily accessed whenever you need it."", ""<b>All the Information You Need</b><br /> Quicken Legal Business Pro includes the text of five best-selling Nolo books that help you with all aspects of your business. Everything is completely searchable by keyword, topic or index, so you'll find the information you need quickly and easily."", ""<b>Easy to Use</b><br /> Just select one of over 60 interactive forms to get started--each document is explained in detail and can be completed easily by finishing a simple interview. After you choose your document, you'll answer a series of clear, straightforward questions. Quicken Legal Business Pro then creates a customized form suited to you and your situation."", '<b>Document Flexibility</b><br /> You can choose to export any completed document to a word processor such as Microsoft Word. Then you can customize it further if you wish and save your document for future use.', ""<b>Save Time &amp; Effort</b><br /> Quicken Legal Business Pro saves you time and effort. The program's Contact List stores important information about clients, customers, suppliers and others you've included while creating your documents. Simply click on a name to add it to the document you are currently making. The program will automatically add the information to the form, so you don't have to."", '<b>Your Own Business Portfolio</b><br /> Quicken Legal Business Pro stores all the documents you create in a business portfolio. Here you can easily find and access documents that you have created.', '', '']",,Quicken Legal Business Pro 2008 [OLD VERSION],[],,NOLO,"['Everything you need to start and run your business, easily and efficiently', 'Over 140 contracts, forms and worksheets', 'Five completely searchable Nolo business bestsellers', 'Comprehensive ""How to"" checklists that help you through complex tasks', 'Free downloadable legal updates throughout 2008']","25,643 in Software (",[],Software,,</div>,,1413308279,
"['Software', 'Business &amp; Office', 'Legal']",,"[""America's No. 1 estate planning software helps you create a will, living trust, living will -- and much more! Help protect your family and your assets, and save on legal fees! Quicken WillMaker Plus 2009 provides the legal forms you need. So comprehensive, the software assembles your forms from among 40,000 document possibilities -- but so easy to use, you'll have them finished in minutes. Will Living Trusts, including an AB Trust Health Care Directive: Living Will Health Care Power of Attorney Financial Powers of Attorney Final arrangements document Important documents for executors The software also provides forms you can use every day, such as authorizations and agreements, promissory notes, and child and elder care forms. For each document, Quicken WillMaker Plus takes you through a step-by-step interview. Your documents will automatically reflect the laws of your state. If you have any questions, simply check out the comprehensive onscreen legal manual. Estate planning documents not valid in Louisiana."", '', '']",,Quicken WillMaker Plus 2009,[],,NOLO,"['Your Will - Provide for family, friends and charities. Name a personal guardian to care for young children. Specify the executor (or personal representative) of your estate. Select a trusted person to manage property left to young people. Revise and update your will whenever you like', ""Your Living Trust - Make a basic trust, whether you're married or single. If married, you can create an AB trust (or bypass trust) and spare your heirs from potentially heavy estate taxes. Create subtrusts for minor children and young adults. Name custodians for property left to children"", 'Health Care Power of Attorney - Permit a loved one to make important medical decisions for you if you are unable to do so yourself', 'Living Will - Specify whether you want your life prolonged through artificial means', 'Your Financial Power of Attorney - Name someone to make your financial decisions, in case you are medically incapacitated']","7,181 in Software (",['B074TXS1DX'],Software,,</div>,,1413309674,
"['Software', 'Accounting &amp; Finance', 'Personal Finance', 'Money Management &amp; Budgeting']",,"[""Make a legal will, health care directive and other documents that protect your family and property.  Bonus! Includes free online living trust by Nolo. Plus: Register your software and download a free copy of Nolo's Encyclopedia of Everyday Law.Save your family money and time--create a customized estate plan quickly and easily with Quicken WillMaker Plus 2011. The software provides the forms, legal information and step-by-step guidance. All you have to do is follow a simple question and answer interview, make your wishes known, and in less than thirty minutes you can produce the following legal documents that protect your property and loved ones: Legal Will; Health Care Directive; Financial Powers of Attorney; Executor Documents; Information for Caregivers and Survivors; Revocation Documents; Final Arrangements.Quicken WillMaker Plus also provides dozens of personal finance and home and family documents that you can use to deal with common money matters and household situations. Forms include: Promissory Notes; Security Agreement for Borrowing Money; General Bill of Sale;  Authorization for Foreign Travel With Minor; Housesitting and Childcare Instructions; Pet Care Agreement.Find help along the way! If you get stuck while completing a document, the onscreen guide and legal manual are right at your side. They help you understand the current task and provide legal and practical answers to questions that arise as you complete your documents.  Need to make changes later? No problem! You can revise your answers at any time.Quicken WillMaker is written and updated regularly by Nolo's expert attorneys. Free legal updates will keep your program current through 2011. Choose Quicken WillMaker Plus and enjoy the peace and satisfaction of putting a solid estate plan into place.*Quicken WillMaker Plus is not valid in Louisiana or the U.S. Territories."", 'Make a legal will, health care directive and other documents that protect your family and property.<br /><br /> Bonus! Includes free online living trust by Nolo. <br /><br /> Plus: Register your software and download a free copy of <em>Nolos Encyclopedia of Everyday Law.</em> <br /><br />""[Willmaker] can walk you through making a will and provisions you need to consider for your situation."" 2/7/2011 CBS MoneyWatch.<br /><br /> Save your family money and timecreate a customized estate plan quickly and easily with <em>Quicken WillMaker Plus 2011</em>. The software provides the forms, legal information and step-by-step guidance. All you have to do is follow a simple question and answer interview, make your wishes known, and in less than thirty minutes you can produce the following legal documents that protect your property and loved ones: <br /><br />', '', '', '']",,Quicken WillMaker Plus 2011 [Old Version],[],,NOLO,"['Create a customized Legal Will, Health Care Directive, and other essential estate planning documents', ""Includes free access to Nolo's Online Living Trust"", 'Documents reflect the laws of your state* Quicken WillMaker Plus is not valid in Louisiana or the U.S. Territories.', 'Easy interview format lets you complete documents at your own pace', 'Free legal updates keep your program current through 2011']","4,710 in Software (","['B074TXS1DX', 'B01JORGX64']",Software,,</div>,$9.99,1413313701,
"['Software', 'Education &amp; Reference']",,"[""iLumina is the world's first digitally animated bible and encyclopedia suite. Check out the entire website (www.livethebible.com) for a complete list of features and enjoy the tutorial videos we put together for you!"", '', '']",,iLumina Bible Software - Live the Bible,[],,iLumina - Live the Bible,"['- 37 Animated Bible Stories with state of the art motion-capture technology', '- 42 Guided tours (documentary videos) with archeologists and experts on the Life and Times of Jesus', '- An Encyclopedia with 8,900 biblical articles, which each link to hundreds of animations, images, photos and maps', '- Virtual tours of the 25 major biblical sites and an Atlas with over 200 maps from every book of the Bible', '- You can search and read the entire Bible text  the NLT and KJV and seach through a complete bible dictionary']","2,786 in Software (","['1414339321', '1414311583', 'B002MFOP5M', 'B0002BQSC6']",Software,,</div>,,1414311907,
"['Software', 'Education &amp; Reference']",,"['like new CD', '', '']",,Equine Science 3e,[],,Delmar,[],"64,423 in Software (",[],Software,,</div>,,1418032565,
"['Software', 'Education &amp; Reference', 'Religion']",,[],,The Thomas Nelson Bible Study Library,[],,Thomas Nelson,"['Over 200 years of publishing expereience, CD includes', 'holyland virtual tour, Search thousands of pages instantly.']","10,634 in Software (","['B0009G2K12', 'B0002BQSC6', '1418516805', 'B0002VQL00', 'B0031KRL08', '1404174257', '140417429X', 'B000021Y3I', '0785246991', '1119356334', '1418533432', '1596360224', 'B07GRBXJJL', '1596360291', '1119050057']",Software,,</div>,,1418511013,
