overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,vote
4.0,False,"10 16, 2010",AK9FTWLCW09RR,0321719824,OnceMore,"If you've seen neat Flash presentations and wondered how you can create them yourself, this book will get you started in the right direction.  It contains a DVD and a hundred page book supplement.  The DVD provides well-done video tutorials that you can follow along in watch-and-work mode using the starter work files included in the DVD, and the book provides useful reference materials (e.g., colored screenshots of user interfaces and how to use the various tool components, keyboard short cuts for specific tasks, etc.)

The video lessons cover all the important basics: how to create work projects and organize your files; how to use various tools and features; what are objects, shapes, symbols, movie clips, timelines, layers, frames, stage, etc; how to work with text and graphics; how to create animations such as objects moving in a choreographed fashion (motion tweens), or shapes morphing into other shapes (shape tweens); how to include ActionScript code snippets for more dynamic (but still simple) handling of events; how to build not just good-looking designs and presentations but also simple applications that react to text inputs, button presses, and mouse clicks; and how to test and deploy your work. By the time you're done with the lessons, you'll have an appreciation of how powerful Flash CS5 is and how learning even just the few techniques introduced in this video guide already empowers you to do interesting stuff!

The user interface for the video tutorials is easy to use, and although the book supplement comes with instructions on how to use that interface and navigate through the tutorials, most people should be able to figure out how to use the interface without having read those instructions first.

The video lessons are organized into eight chapters, most of which end with test questions that give you additional opportunities to revisit what you have just learned.  For the most part, the test questions quiz your knowledge of what was covered not just in the video lessons but also related materials in the book supplement; given that the video lessons and the chapters in the book supplement do not track each other perfectly (for example, the video lessons introduce motion tweens before shape tweens, but the supplement reverses this order), if you focus on the video lessons only, you might occasionally be surprised at getting quizzed on something that appeared unfamiliar by virtue of the fact that you might have missed reading some relevant materials presented (probably out of order) in the supplement.

Finally, I thought that while some of the materials in the video lessons are somewhat repetitious, the instructors have nevertheless done a good job showcasing some of the most useful features of Flash. Many students will appreciate how when covering features newly available only in the latest CS5 version of Flash, the instructors clearly demonstrate how these new features improve upon the replaced ""classic"" features by illustrating how both sets of features work.","Covers all important basics but also demonstrates how new features improve upon ""classic"" or pre-CS5 features",
4.0,False,"10 12, 2010",A3Q61HHSFP80LA,0321719824,zoe,"There is just so much to learn with all of Adobe's products, that it's good to have yet another option offered to help navigate the product.
I tend to be a person who learns by doing, so the ""side by side"" option to learn is a great attempt.  But there is just so many layers to the
Adobe suite of products, that I'm not sure that there is truly a way to offer this course in any other way than in a more ""traditional"" classroom,
where one can interact with the instructor and ask specific questions that a search just can't interpret.

This is definitely something of worth, and is a strong introduction to the software.  But methinks that the only way one can really learn is to ""practice practice practice"" after all.
##",A 4-minus -- not a bad guide!,
4.0,False,"10 10, 2010",A31N0XY2UTB25C,0321719824,Stephanie Sullivan,"This certified associate courseware comes as a package containing a DVD-ROM plus supplemental written material. The software covered is Flash CS5.
It is structured in an easy to follow manner.  It is very detailed and goes over most situations that can/will occur when using Flash CS5.  It covers the very basics and this might be off-putting to people with experience using MS Windows.
The presentation voices are modulated and interesting. They are personable and the viewer gets an, ""in classroom,"" feel which improved the effectiveness of the lessons for me.  Some people learn better by working along with the instructor. This video course provides the necessary files to do this and complete the tutorial as it is watched.  The narrator leaves plenty of time for this.

For those who learn best by listening and watching the pace of presentation designed for working along with the presentation it will seem to move slowly.
The supplemental material is a good reference for after you have completed the video lesson.  The video creates a foundation of basic skills needed and the reference reinforces the lesson.  The materials are a good reference to use while one is using the program.

All in all I found this lesson to be a useful introduction to using Flash CS5. This course helped me to learn skills that I can use in web development. For people like myself who learn better, especially at the begining in with a presentation format this provides a faster route to getting foundation skills to build upon with reference texts.",Learn Adobe Flash Professional CS5 by Video,
5.0,False,"09 24, 2010",A2K4HN6EECBNR3,0321719824,Jean Katherine Baldridge,"Do you want a step in the right direction to create almost anything you've ever wanted with Adobe Flash Professional CS5? With this product, it's definitely possible.

When I first recieved the product, all I had to do was insert the CD it came with, flip open the back cover of the box, and peel off the book. That was it! I was ready to learn in only seconds.

The book and videos work in conjunction with each other, but you can read or watch either one in your own time and still understand all of what's to offer. The best part is the videos comes with subtitles, so if you're unable to listen to it, you can still understand what's going on.

Both the book and video tutorials teach the basics all the way up to the more advanced things Flash has to offer. It will teach you how to get started, use the tools, create and import artwork, create text, work with tweens, use action scripting, importing and editing video/audio, and finally how to test and publish all you've made.

In addition to both medias, there are many visualizations you will experience to really get you into what you are doing (yes, there are even picture examples with colors in the book). Almost all basics are covered and more, so you'll be really willing and able to learn all that you can for whatever you plan to create with Adobe Flash Professional CS5.

In conclusion, after using this product, you'll have an incredibly easy time getting started with Adobe Flash Professional CS5. It comes with an easy to use CD, and a book, which both explain what you need to do to get started in creating almost whatever you want.",Learn how to use one of the most powerful programs ever made: Adobe Flash Professional CS5.,2
5.0,True,"09 17, 2010",A2CDDAJE10KCD5,0321719824,Frank Stepanski,"I've been teaching Flash for about 7 years now at a local university. Over the years I've gone through many books to help students learn all aspects of Flash from the basics of using the timeline, creatign and using symbols, managing tweening, and everything else. Of course I can show the students everything there is to know about Flash but I always found it hard to find a complete training tool that students can use in the classroom and at home to complement my teachings.

I pretty much went through every book on the market, whether in be the 'Visual Guide' series or the ones from Adobe or anything in between. I mean literally close to probably 20 or 30 books in that timespan. I even use videos by [...] and other. Trust me, you name, I have bought to try for my class. But always I find I need to use more than 1 book/video series to have my students buy that would cover everything I wanted them to know. Usually I ended up writing up a few lessons to supplement the material as well.

But, I can honestly say, I found the most complete learning tool for Flash.

This video DVD, combines multiple video series from [...], plus material from multiple books and puts it into one learning tool. I am guessing the DVD framework was created with Adobe Air, because the interface looks fantastic (nothing I ever have seen before). There are seperate menus for videos all broken down into multiple sub categories, there are review questions and quizes and review material. I really can't say enough good things about this DVD, other than if you buy anything else you are wasting your money.

There is also a Dreamweaver and Photoshop DVD that I purchased that is equally impressive as well.

A must and only buy if you want to learn or help teach Flash CS5",The Only Way to Learn Flash CS5,5
3.0,False,"07 17, 2011",AQ3JJWT0F6UD7,0321719824,BR,"I'm a big fan of the other Adobe video products, but this one of f***ing irritating- specifically Kevin Ruse. He repeats the same crap again and again and again and again!! WTH!! Just get one with the bloody lesson!!",Kevin Ruse is so bloody irritating!!!,
3.0,True,"05 12, 2011",A2TEH84I6LA0VO,0321719824,Evolving Eileen,"I was somewhat disappointed ... I'd read that this was a tutorial for Adobe beginners.  I am not a computer novice, and I have used Photoshop for at least a decade, but the instruction may as well have been delivered in Sanskrit.  This instruction is for people who already have a basic working knowledge of Flash.",I must be lacking a core,
5.0,False,"04 26, 2011",A30UDDRL5GASLA,0321719824,Rob T,"Books on software put me to sleep.  When I see a video about software, I can't use it to easily flip back and forth to check topics. This combination is the best of both worlds. The book allows me to jump around and browse, while the video keeps me solidly on track.  Flash has a big learning curve for the unitiated.  This product is a great help.",I really love this,
5.0,False,"03 27, 2011",A1A027UELK4JZC,0321719824,Jami,"I have really enjoyed this training.  It's very thorough and I am able to follow along and put what I've learned into action right away with Flash CS5.  You do need to have the Flash CS5 software.  I'm a self-starter learner and I usually read books or tutorials to learn.  This training is perfect for anyone like me who doesn't have time or the money to sit in classroom to learn how to create flash applications.

I've not yet completed the course, but will update my review when I do.  so far, it's been great to learn the interface and get started with Flash.  I also like that there is a reference book that accompanies it, as I like having a book and documentation to refer to as well.

I think the way this is set up, with the interactive learning environment, the instructor-led ""lectures"" is great.","Thorough, self-paced learning",
5.0,True,"03 15, 2011",A13O106QPE706T,0321719824,Raynardo Shedrick,I love this video.  I'm using it for an independent study and it has taught me a lot. I highly recommend this series.,Awesome Video,
4.0,False,"01 29, 2011",A2BLFCOPSMBOZ9,0321719824,Dave Edmiston,"This was the first Learn by Video series course that I've used, and I'm very impressed with the production.  For the most part I'm impressed with the content too, although the introductory level was frustrating at times.

The course provides a good introduction to the  CS5 user interface, the Flash tools, file types, and managing the timeline.  There's also a very basic chapter that introduces ActionScript (AS3), which is the coding language used to create complex logic in a Flash application. The AS3 material is extremely basic--too basic in my opinion.

Again, I like the production of this video package. The videos can be played in Windows, Mac, or Linux. There are also MP4 versions of the video files, in case you want to view them on a portable device (iPod Touch, iPhone, iPad, etc.). This is helpful if you want to view the videos and work hands-on on your computer, although the small screen would be difficult.  The DVD also includes a collection of asset files that correspond with the lessons.

If you are a visual learner or don't prefer thick technical books, then this video course would be a good low-cost alternative. Don't expect to be a Flash expert when you complete this course, but at least you'll understand the basic concepts.",Good Intro to Flash CS5,
5.0,False,"01 7, 2011",A2B72UCJRZUTZW,0321719824,The Indie Review,"This course is well designed and well delivered. The information is presented in a very accessible way and you can tell that the presenters are qualified teachers in the tech industry. They know what their audience is looking for and cover all the relevant material to preempt questions.

The topics start with the general concepts such as ""Planning your project"" and ""Saving .fla files"" and get into some coverage of the tools, working with symbols, artwork, text, and the timeline, and then gets into animation, sound, and video. The lesson on Actionscript 3.0 is a great introduction to Object Oriented Programming.

Although it is touted as an ""Official Training for Adobe Certified Associate Exam"", this developer cannot believe that it is all the learner will need. Having taken the exam, I can say that there are plenty of concepts in the test that are not covered in this course.

With that being said, it is an excellent way to learn Flash, or go over the basics for rustier developers.",Great for beginners,
4.0,False,"12 22, 2010",ADDDFVHP3CSVA,0321719824,Sistertex,"Recently going through school to obtain an IT degree I had wanted to take Flash as well but just didn't have enough time or cash to fit it into my degree program. This seems like a pretty viable way, with a good price, to get a handle on Adobe Flash CS5.

I read the intro, plugged it in and thought I was going to just take off with it. The vocal on the presentation are pleasing and easy to understand. If you miss something it is *so easy* to back up and hear it again. There is closed caption at the bottom, but if you need that, good luck...it is pretty tiny. It took me a while to set things up so that I could use the assets that come along with the classes (or even find them) in order to do a 'hands-on' follow along with the lessons. Was pretty frustrating to set up an environment to do that as you can't save back to the DVD and Flash liked to argue with me about the destination of the items I wanted to save.

Ended up just copying the DVD onto my computer and then using the files from there (but starting from the DVD itself) worked fine. Another thing I noticed is that when it opens up the tutorial screen is huge and not scalable. This to me is a royal pain because I wanted to work AND watch the video. There is a *work and watch* mode you can put it into, however then the *watch* portion becomes very small and you cannot minimize it without going back into regular mode (which is not full screen mode, but takes the whole screen without being able to 'down size it' like other items I am used to.

Those frustrations aside, it is a sharp presentation that includes tests and items to help you make sure you capture the essence of what is being taught. I really *do* like it and when completed, it touts, that you will have learned all the skills necessary to become a 'Rich Media Communication Adobe Certified Associate'. I haven't gotten quite that far yet, but will come back and update shortly to let you know how *that* goes in conjunction with this particular 'Learn by Video' product.",Actually Doing The Course,
5.0,False,"12 21, 2010",ADS5APY1NKTL4,0321719824,D. Pawl,"This is informative and also very utilitarian. Complete with video tutorials. It gives me a sense of focus and purpose, when I am given samples.",a great product...,
5.0,False,"12 1, 2010",AQ77JHD6CYC2Z,0321719824,Amazon fan,"I have always garnered a deep respect and fondness for animation, perhaps because of all of the now classic Disney films my parents treated me to during my childhood.  Although I am not a professional, nor do I care to be one, I do enjoy creating humorous flash animation which I circulate among family and friends.  I did find this video informative and enjoyable.  I certainly learn much more than I thought I would and would recommend this product to anyone with a love of animation and an extra 18 hours to spend.",A classroom in a box,
4.0,True,"08 13, 2013",A279VRO0YVM43V,0321898354,San Francisco Pete,"The title of this DVD is Introduction to Adobe Premiere Elements 11, and that is exactly what this is - a short introduction.  Maybe if you nare already an experienced operator of some older version of then program, It will familiarize you with the idiosynchrases of a newer version, but teach you the basics of movie-making and this program, nope!  You need something much more basic than this.  But you usually get what you pay for!",Almost it!,
5.0,True,"07 15, 2013",A1PVHCS99XNQIS,0321898354,Marcel &amp; Joanna,"I purchased Premier Elements 11 and its difficult well impossible to use. I am proficient Adobe Photoshop user all the way back to Photoshop 7
I am new to video, this DVD-ROM is nice, and handy I just wish it was DVD split up in chapters so I can use it in my DVD player while I am working on my computer.
Im still using it as a reference when I need to perform some unusual task.
This DVD-ROM is a must with Premier Elements 11.",is a must with Premier Elements 11,3
5.0,True,"04 4, 2013",AY5YUX0X4IH2T,0321898354,Frequent Shopper,"Having no experience with Adobe Premiere Elements the ""Learn by Video"" answered a lot of my questions and got me off to a good start using the video editing program.  I would definitely recommended it.",I would definitely recommended it.,4
5.0,True,"04 4, 2013",A39WKHGS7VJ3YN,0321898354,Thomas V. Hagerty,"Adobe Premiere Elements 11 is difficult for a first-time user. Reading through the manual did not give me the push I needed to start editing my own footage. But Chad Perkins, the voice on this Learn by Video CD, gave me the knowledge and the motivation I needed to start experimenting with some of my own footage on the Timeline. His examples and explanations clarified what for me were difficult problems.

Experienced film editors will probably not need this video; people new to film editing and the Adobe program will greatly benefit from it though. The actual creation of short, coherent movies from multiple clips in the video is a teaching technique that registers: I picked up some difficult concepts quickly because of this.

Chad Perkins the host is intelligent and personable. His knowledge and subtle sense of humor made the many hours of teaching fly by fast. However, one viewing will not be enough. I'm on my third viewing now (perhaps I'm a slow learner) and I might need a few more. Chad's instruction sinks in better I think if a person is working on a real project. A real project plus Chad's insights are a good combination for mastering Premiere Elements.",A Helpful Video for Learning Premiere Elements 11,5
5.0,True,"02 2, 2013",AY6XJYOFLOEOK,0321898354,JB,"I bought Adobe Premier Elements 11 because I wanted to learn how to edit the footage that I was able to get out of my new Canon rebel T3I. I figured that because I was a whiz at Microsoft office (Excel, Word, PowerPoint, etc.) that I could just turn it on and it would be easy to pick it up. What I learned was that just because you're a whiz at 1 kind of software made by 1 company doesn't mean anything when you go to software made by another company. I could not get past just turning it on. Everything was so different. I got worried and figured that I needed help to learn this. I didn't want to spend some more money but if I didn't the software that I had already bought was going to be worthless to me.

I sure am glad that I chose to get this. In the first 30 seconds of the DVD I learned an easier way to add media (video, audio, pictures) than what I had learned in studying Adobe's website for an hour. After watching it all, it seems so simple now. The narrator does move very quickly through the functions and how to work them so the pause button on my DVD player got a real workout. With the DVD paused I was able to try out some of his tips on my computer while I watched it. This was so helpful!

I recommend this to anyone who is new to editing video. This really helped me understand how easy it is to work the software and also just how much the software will do. By the end of the DVD I had learned things that I didn't even know that it could do. Just remember that he goes quickly and if you want to try it out on the computer along with watching the DVD that you will have to become a pro at pausing the DVD player.

Now that I know how to work Premier Elements to its full potential, Steven Spielberg and Martin Scorsese better watch out. I will soon be turning out better video than anyone in Hollywood! I know that a video review would be more logical for this, but I don't have a minute to spare. I am anxious to get started making incredible video.",I can't wait to try out some of the stuff that I learned from this DVD,9
5.0,True,"01 6, 2013",AFZ3EF0R24N79,0321898354,MJO,gets to the mechanics of the the software very succinctly.  It is augmented well by the book 100 (actually more--another 5 star) tips on Elements .,Great,6
5.0,True,"01 2, 2013",A21B9FUDGNDAS4,0321898354,Business,"Using this to teach me how to use premiere elements 11, made me realized just how easy it is to use, I recommend this to anyone, you won't be sorry.",Wonderful tutorial!!!,6
5.0,False,"07 23, 2008",A8IOST6U6WH9B,0615179088,C. Radey,"Human Japanese is a truly superb introduction to what from the outside seems a daunting task---learning an Asian language.  Instruction in grammar and usage in this CD language program is congenial and clear.  Words, phrases, and sentences are in clickable format with instant, clear, and repeatable hearing of essential Japanese vocabulary.  Cultural notes add to the over-all excellence of the program.  With a reasonable price and rapid and courteous customer support, Human Japanese instructs and satisfies.",Human Japanese,12
5.0,False,"06 4, 2008",A1MUV9F35OROS5,0615179088,D. Abel,"I got Human Japanese as a demo from its website. Within a week I knew I had to purchase it, and it's one of the best programs I have on my entire computer.

HJ eases you into the Japanese language, beginning with the hiragana alphabet. It doesn't just show you the character, it demonstrates HOW to write it, with proper stroke order. Also, you can click on any Japanese characters, and it will pronounce them for you very clearly. There is even a quick demonstration on how to pronounce words properly as opposed to the ""foreign"" way.

There are many quizzes as you progress through the hiragana and katakana to help you remember. (Although I also made my own flash cards to assist me - that was enormously helpful.) You will also learn Japanese vocabulary and grammar in an easy-to-understand way.

It is now June of 2008 and I can confidently write all of the kana, as well as write and properly pronounce many sentences. It's inspired me to try to find Japanese pen pals, and makes me want to visit Japan as soon as I can!

This is a very, very user-friendly program, and makes learning Japanese very rewarding and easy, even without a classroom.",Best Japanese Program Available,11
4.0,False,"04 8, 2008",A27PAMABWVQ892,0615179088,piepiepie75,"My first experience with Human Japanese was the very first version released. It was a simple program that, while not very attractive to look at, presented Japanese in a simple way that anyone could really understand. When I heard that there was a Human Japanese 2.0, I rushed to get the demo and eventually the full version.

Well, first let me talk about Human Japanese in general. As the name implies, the program tries to teach you Japanese in a ""Human"" way. Without fancy terminology or complicated explanations, but rather doing it in a way that a tutor might teach you. Giving you little hints to remember writing, or making silly acronyms to remember concepts, this program tries to do things like that. It certainly is refreshing to see that kind of teaching being used in a computer program.

Human Japanese 2.0 is broken up into 40 lessons, some focused on grammar while others try to steer the reader towards learning new words and expressions along with writing. At the end of each lesson, there is usually a quiz to test your knowledge of the things learned in that chapter. These can range from small multiple choice quizzes, matching games, and an ""Endless"" type quiz which tests your vocab.

Stuck in between every seven or so lessons are chapters devoted entirely to culture. These small 4-7 page bits are a treat to read. They talk about things like Geography, Prices in Japan, and Bathing among other things. Many more of these for Human Japanese 3.0 would certainly be nice.

The changes from Human Japanese 1 are certainly noticeable at first glance. The interface is changed from the plain white background of 1.0 to a nice background with shades of green and silhouettes of trees. There is now a small search bar on the right side of the screen to look up any vocab term that has appeared in the program. There are also visual aids added to the lessons which, while probably not amazingly helpful, do look nice.

Unfortunately, the changes from Human Japanese 1 are mainly visual. Although there are now 40 lessons, they are mostly just each of the 20 lessons from the previous version split into two lessons. This means that most of the 40 lessons are identical to content in the last version, although they tend to have a bit more meat on them (They are a bit longer, and most have a few extra vocab added).

The interface change is nice, but when making Human Japanese 3.0, I'd urge them to take the time to make up more lessons to further the readers knowledge.",Better than the Human Japanese 1...but not much changed.,99
5.0,False,"03 26, 2008",A3HWWVK0L3JEKF,0615179088,K. Grier,"This is the first language software that I have purchased and I love it!  The way in which the information is organized makes it easy to learn.  I have not even gotten far in the chapters but feel confident in what I have learned already.  I was watching an episode of Naruto with my boyfried and was pleased when I recognied the syllables for the ""key word"" or ""word clue"" just as easily as I recognize ABC.  I highly recommend this product!",Great Product,4
5.0,False,"02 20, 2008",A3NO2V2JU4Y8UY,0615179088,H. Granat,Human japanese is the best pc program for learning japanese. Easy to juse and good quises to help you remember. 10/10,Love it!,2
5.0,False,"02 11, 2008",A3IMKYBNIGFPG9,0615179088,Kenneth S. French,If you want to learn or teach Japanese I would highly recommend Human Japanese. I was hooked after the first chapter and have made great progress. A nice user interface that includes excellent tools to make learning more productive and the high-quality audio is extremely helpful. Five Stars!,"Outstanding, easy-to-use",5
5.0,False,"01 19, 2008",A172Z0OZZD2UVF,0615179088,Lee W. Hericks,"Human Japanese has an elegant, yet simple user interface that walks users through a storybook of learning Japanese.  The lessons are simple, yet effective, and contain lots of cultural and lingual information one could only discover by living in Japan.  I'm teaching English in Japan, and I even learned things I hadn't realized yet.

The style of writing is warm and has a conversational tone that keeps me reading.  That's something I think is really important when learning by book or even software.  It reads like a really knowledgable and interesting....friend.  The easy-access reference on the side let's you look up translations without jumping out of the lesson.  That's really convenient.

I've tried the declan software and the rosetta stone software and it's all about vocab and phrases or trying to make you remember the words through pictures.  Just reading the introduction chapter of Human Japanese really shows how much the makers of this software care personally about teaching the fundamentals of Japanese.  The other companies just make software for learning many languages to make money.

And I've just got to mention:  all the Japanese words in the text can be clicked on to hear the pronounciation.  It's really nice.  Also, there is a customizable review game for Japanese numbers.  It's awesome.  The Japanese number system is pretty simple, but listening to big numbers in any language is a pain.  The game will generate random numbers in the range you want and read them in Japanese and quiz you.

If you are starting Japanese or if you want a really inexpensive software that helps you build some vocabulary and hear real Japanese pronounciation, this is it.",Learning a foreign language with a human touch,246
5.0,False,"01 16, 2008",A2AP8Y1YG8U0BW,0615179088,KittyChan,"This product is one of those things that you just love more and more as time goes by. It starts at the beginning, introducing the writing system, both syallabaries, and pronunciation, and gradually adds in vocabulary and grammar pieces until before you know it, you're putting together full-on sentences.

It looks simple at the beginning, but as you go on the true value of this software becomes apparent. You can click every single sentence and word to hear a recording, and the text is fun to read. Two thumbs up!",Awesome intro to Japanese,3
5.0,True,"12 2, 2014",A2Q3KBSVA7F56Z,0615179088,Alvin Truthfinder,Very easy product to use. It's clear. Concise. Works the brain properly.,Five Stars,
5.0,True,"11 14, 2014",A32OSD6FHVIK4I,0615179088,Mandy Wells,"I love the Human Japanese software. I had a little trouble downloading it, so I wrote the author and he responded quickly. The program is easy to follow and I can click on words to hear the pronunciations. I also purchased Japanese Hiragana & Katakana for beginners and it goes really well with this program. (I test myself with the free multiple choice Kana quizzes on easyJapanese.org, but I've made flash cards too). After I learn all the Hiragana & Katakana I think I'll be able to progress faster in the program, but it's been great so far.",I love it!,
3.0,True,"11 8, 2014",A37RK6IW147989,0615179088,Wendy Lee Riggsbee,"only problem, daughter lost a code and ow cannot access the info on the computer. frustrating",Three Stars,
4.0,True,"09 22, 2014",A12ZEYNVT3PCAG,0615179088,Ean P.,"For an intro to learning Japanese, I found it very understandable. I have not fully completed reading yet, but I can say that I am satisfied with the overall presentation of it. I should also note that I spent weeks looking for something to get my foundation started on learning Japanese.

The only issue I had is that I am wishing there was an audio version, or someway to put it on my tablet/phone, so I don't have to sit in front of the computer.",but I can say that I am satisfied with the overall presentation of it,
3.0,True,"09 5, 2014",A3VCAL31C8EBRM,0615179088,KG,There is a lot of great information in here but I feel like I'm just reading an interactive textbook.,Review,
5.0,True,"09 2, 2014",A3IFU8J1OPDS88,0615179088,Marsha,This really helps and is easy to use to help you understand the language more clearly!,Five Stars,
5.0,True,"08 25, 2014",A2JN8KS19QCQ3O,0615179088,Maria McConnaughey,"Good program. A few little bugs, but the owner/creator helped us right away!",Good deal! Great software!,
4.0,True,"08 8, 2014",A1ALOPLRXFG9E7,0615179088,Juan Hernandez,"it focuses first on the Japanese writing system the hiragana and later the katakana right now I'm still in the hiragana section I haven't went that far yet but once I get the hang of it, I will learn how to pronounce a few Japanese words overall this is a good software to teach you the basics of the Japanese language.",I will learn how to pronounce a few Japanese words overall this is a good software to teach you the basics of the Japanese ...,
4.0,True,"08 1, 2014",A2IQ2JTNY2CJQT,0615179088,cclee,"I would have graded a 5 star, but I have just started the program. It appears to be easy to understand, and the method seems simplified for a beginner, which I am. I don't have any previous Japanese program to compare it to. So far so good.",So far so good. This seems like a simple program.,
5.0,True,"07 24, 2014",A1MHSVPNF47GUF,0615179088,treb,good item i love it,good and fast delivery,
5.0,True,"07 14, 2014",AD6AK1FG3NLQU,0615179088,Anthony Nicosia,Purchased for my eleven year old daughter.  It's easy for her to follow and understand.  Pleased with the purchase.,It's easy for her to follow and understand,
3.0,True,"06 20, 2014",AQ02W3BFJPDQ3,0615179088,Evan Shaw,"Pros
- Introduces Hiragana and Katakana characters by teaching stroke order and pronunciation. The characters are introduced little by little with the help of a quiz, making them much easier to memorize as opposed to learning them all at once.
- Helpful cultural notes are dispersed throughout the software
- Concepts are introduced in an easy to understand, conversational way
- Audio recordings for all Japanese words and phrases

Cons
- Too much vocabulary is introduced at one time
- The vocabulary and concept quizzes are awful. There is no way to choose how many or which words are used in the quiz, it just quizzes you on everything in the chapter at random and indefinitely, making the quiz practically useless for chapters that have a lot of vocabulary, like chapter 28, which has 39 pages.
- There are no exercises whatsoever, only readings that do not require any user input. Because of this, in my opinion, coupled with the horrible quizzes, retention is rendered almost impossible.
- Some concepts are introduced seemingly at random. For example, the particle ""ni"" is introduced in chapter 20, but the particle ""de"" isn't introduced until chapter 35... The problem with this is that both particles are very similar in meaning and it would make a lot more sense to explain both of them at the same time. The result for me was that, for a long time, I incorrectly used ""ni"" in places where ""de"" belonged.
- Verb conjugation isn't explained at all. This to me is the worst part of the software. When the author introduces verbs, he introduces them in their ""-masu"" and ""-te"" forms instead of their dictionary forms. This makes it impossible to know what is actually happening to the verb. For example, when he introduces the verb ""iku"" (to go), he introduces it as ""ikimasu"" and ""itte"", providing no explanation for how ""ikimasu"" conjugates to ""itte"". In fact, the only way to know how this happens is to know that the dictionary form of ""ikimasu"" and ""itte"" is ""iku"", but he doesn't even mention it! There is also no mention of the difference between ""u"" verbs, ""ru"" verbs, and irregular verbs, leaving the user with the impression that the ""-masu"" and ""-te"" forms must simply be committed to memory.
- There are several typos throughout the software, including a typo in one of the Japanese examples.

Other thoughts:
I bought this software as a result of not being able to take the first two intro Japanese classes at my college. I figured that if I used this software, I could opt into the third course and continue from there. My reason for choosing Human Japanese was that I thought it would be much less overwhelming compared to using a textbook. Fortunately, it was. However, if I could go back in time I would definitely choose to use the Genki textbook instead. I was able to opt into the third class, but after going through the first Genki textbook and doing all the exercises, I can say confidently that the Genki textbook isn't that difficult to navigate and far more rewarding and informative.",Go with Genki instead,9
5.0,True,"04 19, 2014",A2N7IYLK882T6F,0615179088,A. clay,"I was wanting to learn Japanese, not only to read and speak fluently, buy to be able to talk to myself without anyone knowing what i was saying. With this program, I am able to achieve my wish! This software is so down to earth and friendly, I am surprised I am not talking to an actual person.

I have had this software for a few months now, and when I get a break from my classes, I enjoy the time I spend learning this new language. There is one or two words placed wrongly in a sentence in English, but that is throughout the entire program, while its nothing to ponder on what they just said. You can also report it to Brak, and I am sure they will fix it.

How it works: At the beginning, there is a very mild and friendly introduction, that warms you up to what is coming later. Then, it gives you a tad but of history and few moments to tell you about the writing sysytem. Once that is over, it brings you through Hirigana, the first part, all the while showing you how to write the character and giving you a hint on how to write and how to remember it. Hirigana part 1 is over, now a few pages on the Geography of Japan. Now to Hirigana part 2! Once you have learned Hirigana, they launch you into an amazingly simple and easy introduction to Greetings and what to call things around the home, and explaining how verbs are used. There are 40 chapters, and I am only on 20, which is great, because I am at my own limit, as well as you can, either if you are slow or busy, or fast or in a rush. You need time for this though.

This software is cheap, as in the price, compared to Rosetta Stone. Rosetta Stone just starts flinging out words at you, where you have to figure out how to say it, and what it means, with no training under your belt. Not Human Japanese. I was about to buy a few books on how to speak and read Japanese, but i decided to go on a whim and purchase this software. I do not regret it, and it might have been the best 30 dollars i have ever spent......but i don't keep track. I am definitely going to buy Human Japanese Intermediate once I am done with this one. I am even hoping for them to do a Russian learning software.

Buy this if you are wanting a friendly, self paced software that you can have fun working through, but if you wished to be pushed through learning a language, and like to guess what your saying, go somewhere else. If this was 50 or 100 dollars, i would still buy it, and still say it is the best learning program i have ever used.

Remember as well, that this has fun match games and contest you can do with yourself or the computer, and beautiful recorded sound for the voices.",Worth Every Penny,2
3.0,True,"04 12, 2014",A3CG6VESPN5QOX,0615179088,R. A. Pelton,"I should've known for the price that I wasn't going to get much. It's great if you need something to help guide you - it's very teacher-ish in it's presentation, but it wasn't as immersive and interactive as I was hoping for. I get more feedback from my DS Japanese Coach game ^_^",Not what I expected,2
4.0,True,"04 11, 2014",A1S5G0CL6NZHM8,0615179088,James M,Well its good the human japanese language. Well it have its good and bad but i starting to learn something in japanese only by a little bit but yeah to me its worth it.,Its Good,
5.0,False,"03 3, 2014",A2ZVXYAANNGK3T,0615179088,Blake Hussey,"Oh my god! I have never seen a language program that was so genuine as this! Whereas other language programs require you to just memorize grammar techniques, this one puts you in square one. It really shows that the developers have had years of experience with not just the language, but of the culture itself. I will be using this as I return to learning Japanese. I do recommend though to have a notebook on you when you're doing this, especially when learning about hiragana, katakana, and other words that you might see in print. This is for people who want to learn Japanese, but want to go at an easier pace.",So amazing,
5.0,True,"02 15, 2014",A1AXFP520887DK,0615179088,paul smith,Very detailed & easy to understand. It is a calm and relaxing experience that makes it that much more enjoyable.,GREAT!!!,
4.0,True,"02 11, 2014",A35VBQUAIJUPYP,0615179088,Summer Foovay,"I've had this for several months and I really like it.  I feel like I am progressing well on my understanding of Japanese.  The only complaint that I have is the emphasis on learning hiragana over vocabulary, phrases, and actually speaking Japanese - but that may be only a personal preference.  If you want a complete understanding - then this is a great program.  I also really like the little games and tests for review.",Working well,
5.0,True,"02 10, 2014",A3G1KYVUUZ8AQP,0615179088,jen.y,really helps me understand which is great because im taking a japanese class and i don't always understand the teacher,easy to understand,
